"scope","operation_id","command","argument_form","status","evidence","live_record"
"api","MemoryService_DeleteMemoryEntry","/tmp/redwood-cli-live.g6SvWe/cadenya memory-layers entries delete","/tmp/redwood-cli-live.g6SvWe/cadenya memory-layers entries delete <memory-layer-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","MemoryService_UpdateMemoryEntry","/tmp/redwood-cli-live.g6SvWe/cadenya memory-layers entries update","/tmp/redwood-cli-live.g6SvWe/cadenya memory-layers entries update <memory-layer-id> <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--key <value>] [--description <value>] [--content <value>] [--upload-id <value>] [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ModelService_ListModels","/tmp/redwood-cli-live.g6SvWe/cadenya models list","/tmp/redwood-cli-live.g6SvWe/cadenya models list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--prefix <value>] [--query <value>] [--state <value>] [--ai-provider-key-id <value>] [--is-assigned[=true|false]] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ModelService_GetModel","/tmp/redwood-cli-live.g6SvWe/cadenya models retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya models retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ModelService_DisableModel","/tmp/redwood-cli-live.g6SvWe/cadenya models disable","/tmp/redwood-cli-live.g6SvWe/cadenya models disable <id> [--workspace-id <value>]","completed","real api.cadenya.com: serialized CLI coordinated operation succeeded (coord-cli-mtc9rnmd); secret/body not persisted",""
"api","ModelService_EnableModel","/tmp/redwood-cli-live.g6SvWe/cadenya models enable","/tmp/redwood-cli-live.g6SvWe/cadenya models enable <id> [--workspace-id <value>]","completed","real api.cadenya.com: serialized CLI coordinated operation succeeded (coord-cli-mtc9rnmd); secret/body not persisted",""
"api","ModelService_SwapModelOnVariations","/tmp/redwood-cli-live.g6SvWe/cadenya models swap-on-variations","/tmp/redwood-cli-live.g6SvWe/cadenya models swap-on-variations [--workspace-id <value>] [--model-swap k=v,...|<doc>]... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: repeatable --model-swap shorthand succeeded against a safe unassigned model; response body and ID not persisted",""
"api","ObjectiveService_ListObjectives","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--agent-id <value>] [--parent-objective-id <value>] [--state <value>] [--profile-id <value>] [--sort-order <value>] [--include-info[=true|false]] [--agent-schedule-id <value>] [--labels <value>] [--tenant-id <value>] [--subject-id <value>] [--widget-id <value>] [--widget-session-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_CreateObjective","/tmp/redwood-cli-live.g6SvWe/cadenya objectives create","/tmp/redwood-cli-live.g6SvWe/cadenya objectives create [--workspace-id <value>] --agent-id <value> [--variation-id <value>] [--label KEY=VALUE]... [--external-id <value>] --system-prompt-data KEY=VALUE|<doc>... [--first-user-message <value>] [--secret k=v,...|<doc>]... [--memory-cascade k=v,...|<doc>]... [--first-user-message-data KEY=VALUE|<doc>]... [--episodic-memory-key <value>] [--tenant-id <value>] [--tenant-name <value>] [--subject-id <value>] [--subject-name <value>] [--pinned-parameter KEY=VALUE]... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; created and decoded independent owned objectives; no response body or resource ID persisted",""
"api","ObjectiveService_GetObjective","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_ListObjectiveContextWindows","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-context-windows","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-context-windows <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--include-info[=true|false]] [--labels <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_GetObjectiveDiagnostics","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-diagnostics","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-diagnostics <objective-id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_ListObjectiveEvents","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-events","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-events <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--sort-order <value>] [--include-info[=true|false]] [--window-id <value>] [--since-event-id <value>] [--labels <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveEventStreamsService_StreamObjectiveEvents","/tmp/redwood-cli-live.g6SvWe/cadenya objectives stream-events","/tmp/redwood-cli-live.g6SvWe/cadenya objectives stream-events <objective-id> [--workspace-id <value>] [--last-event-id <id>]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; stream-events emitted NDJSON for a persisted approval event from Last-Event-ID; no response body or resource ID persisted",""
"api","ObjectiveService_ListObjectiveFeedback","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-feedback","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-feedback <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--labels <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_CreateObjectiveFeedback","/tmp/redwood-cli-live.g6SvWe/cadenya objectives create-feedback","/tmp/redwood-cli-live.g6SvWe/cadenya objectives create-feedback <objective-id> [--workspace-id <value>] [--label KEY=VALUE]... [--external-id <value>] [--data-score <value>] [--data-comment <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; submitted feedback on the completed MCP interaction; no response body or resource ID persisted",""
"api","ObjectiveService_ListObjectiveTasks","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tasks","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tasks <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--sort-order <value>]","blocked","real API CLI read wave: live endpoint reports not implemented",""
"api","ObjectiveService_GetObjectiveTask","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-task","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-task <objective-id> <id> [--workspace-id <value>]","blocked","real api.cadenya.com: generated CLI reached the endpoint with a live objective; server reports GetObjectiveTask not implemented (HTTP 501)",""
"api","ObjectiveService_ListObjectiveToolCalls","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tool-calls","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tool-calls <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--status <value>] [--include-info[=true|false]] [--execution-status <value>] [--labels <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_GetObjectiveToolCall","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-tool-call","/tmp/redwood-cli-live.g6SvWe/cadenya objectives retrieve-tool-call <objective-id> <tool-call-id> [--workspace-id <value>]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; retrieved the approved call after MCP execution completed; no response body or resource ID persisted",""
"api","ObjectiveService_ApproveToolCall","/tmp/redwood-cli-live.g6SvWe/cadenya objectives approve-tool-call","/tmp/redwood-cli-live.g6SvWe/cadenya objectives approve-tool-call <objective-id> <tool-call-id> [--workspace-id <value>]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; approved a durably paused GenerateCurseWord call and observed MCP execution complete; no response body or resource ID persisted",""
"api","ObjectiveService_DenyToolCall","/tmp/redwood-cli-live.g6SvWe/cadenya objectives deny-tool-call","/tmp/redwood-cli-live.g6SvWe/cadenya objectives deny-tool-call <objective-id> <tool-call-id> [--workspace-id <value>] [--memo <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; denied an independent durably paused GenerateCurseWord call; no response body or resource ID persisted",""
"api","ObjectiveService_SetToolCallContent","/tmp/redwood-cli-live.g6SvWe/cadenya objectives set-tool-call-content","/tmp/redwood-cli-live.g6SvWe/cadenya objectives set-tool-call-content <objective-id> <tool-call-id> [--workspace-id <value>] --content <doc>... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; supplied content to an independently approved bare tool call; no response body or resource ID persisted",""
"api","ObjectiveService_ListObjectiveTools","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tools","/tmp/redwood-cli-live.g6SvWe/cadenya objectives list-tools <objective-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ObjectiveService_CancelObjective","/tmp/redwood-cli-live.g6SvWe/cadenya objectives cancel","/tmp/redwood-cli-live.g6SvWe/cadenya objectives cancel <objective-id> [--workspace-id <value>] [--reason <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; cancelled a separate objective observed in RUNNING state; no response body or resource ID persisted",""
"api","ObjectiveService_CompactObjective","/tmp/redwood-cli-live.g6SvWe/cadenya objectives compact","/tmp/redwood-cli-live.g6SvWe/cadenya objectives compact <objective-id> [--workspace-id <value>] [--compaction-config-trigger-threshold <value>] [--compaction-config-summarization-instructions <value>] [--compaction-config-tool-result-clearing-preserve-recent-results <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; compacted the continued MCP objective and decoded the response; no response body or resource ID persisted",""
"api","ObjectiveService_ContinueObjective","/tmp/redwood-cli-live.g6SvWe/cadenya objectives continue","/tmp/redwood-cli-live.g6SvWe/cadenya objectives continue <objective-id> [--workspace-id <value>] --message <value> [--enqueue[=true|false]] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; continued a WAITING objective and decoded its persisted event; no response body or resource ID persisted",""
"api","SearchService_SearchToolsOrToolSets","/tmp/redwood-cli-live.g6SvWe/cadenya tool-search search-or-sets","/tmp/redwood-cli-live.g6SvWe/cadenya tool-search search-or-sets [--workspace-id <value>] --query <value>","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","TenantService_ListTenants","/tmp/redwood-cli-live.g6SvWe/cadenya tenants list","/tmp/redwood-cli-live.g6SvWe/cadenya tenants list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--query <value>] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","TenantService_GetTenant","/tmp/redwood-cli-live.g6SvWe/cadenya tenants retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya tenants retrieve <id> [--workspace-id <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","TenantService_DeleteTenant","/tmp/redwood-cli-live.g6SvWe/cadenya tenants delete","/tmp/redwood-cli-live.g6SvWe/cadenya tenants delete <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","TenantService_ListTenantSubjects","/tmp/redwood-cli-live.g6SvWe/cadenya tenants list-subjects","/tmp/redwood-cli-live.g6SvWe/cadenya tenants list-subjects <tenant-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--query <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_ListToolSets","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--prefix <value>] [--query <value>] [--state <value>] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_CreateToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets create","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets create [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... [--description <value>] --adapter <mcp|http|openapi|bare> [--mcp-url <value>] [--mcp-header KEY=VALUE]... [--mcp-include-tools-filter <doc>]... [--mcp-include-tools-operator <and|or>] [--mcp-exclude-tools-filter <doc>]... [--mcp-exclude-tools-operator <and|or>] [--mcp-tool-approvals <always|only>] [--mcp-tool-approvals-always[=true|false]] [--mcp-tool-approvals-only-filter <doc>]... [--mcp-tool-approvals-only-operator <and|or>] [--mcp-just-in-time-enabled[=true|false]] [--mcp-just-in-time-fail-objective-on-tool-list-error[=true|false]] [--http-base-url <value>] [--http-header KEY=VALUE]... [--openapi <url|upload-id>] [--openapi-url <value>] [--openapi-header KEY=VALUE]... [--openapi-include-tools-filter <doc>]... [--openapi-include-tools-operator <and|or>] [--openapi-exclude-tools-filter <doc>]... [--openapi-exclude-tools-operator <and|or>] [--openapi-tool-approvals <always|only>] [--openapi-tool-approvals-always[=true|false]] [--openapi-tool-approvals-only-filter <doc>]... [--openapi-tool-approvals-only-operator <and|or>] [--openapi-base-url <value>] [--openapi-server-name <value>] [--openapi-upload-id <value>] [--bare-content-timeout <value>] [--overlay <doc>]... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_GetToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_DeleteToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets delete","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets delete <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_UpdateToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets update","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets update <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--description <value>] [--adapter <mcp|http|openapi|bare>] [--mcp-url <value>] [--mcp-header KEY=VALUE]... [--mcp-include-tools-filter <doc>]... [--mcp-include-tools-operator <and|or>] [--mcp-exclude-tools-filter <doc>]... [--mcp-exclude-tools-operator <and|or>] [--mcp-tool-approvals <always|only>] [--mcp-tool-approvals-always[=true|false]] [--mcp-tool-approvals-only-filter <doc>]... [--mcp-tool-approvals-only-operator <and|or>] [--mcp-just-in-time-enabled[=true|false]] [--mcp-just-in-time-fail-objective-on-tool-list-error[=true|false]] [--http-base-url <value>] [--http-header KEY=VALUE]... [--openapi <url|upload-id>] [--openapi-url <value>] [--openapi-header KEY=VALUE]... [--openapi-include-tools-filter <doc>]... [--openapi-include-tools-operator <and|or>] [--openapi-exclude-tools-filter <doc>]... [--openapi-exclude-tools-operator <and|or>] [--openapi-tool-approvals <always|only>] [--openapi-tool-approvals-always[=true|false]] [--openapi-tool-approvals-only-filter <doc>]... [--openapi-tool-approvals-only-operator <and|or>] [--openapi-base-url <value>] [--openapi-server-name <value>] [--openapi-upload-id <value>] [--bare-content-timeout <value>] [--overlay <doc>]... [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_ArchiveToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets archive","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets archive <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_UnarchiveToolSet","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets unarchive","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets unarchive <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_ListToolSetEvents","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list-events","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list-events <tool-set-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--sort-order <value>] [--include-info[=true|false]] [--labels <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_GetToolSetOpenAPISpec","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets retrieve-open-api-spec","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets retrieve-open-api-spec <tool-set-id> [--workspace-id <value>]","completed","real api.cadenya.com: generated CLI specialized fixture succeeded; URL adapter returned and decoded a consumed Petstore document with at least ten paths; no response body or resource ID persisted",""
"api","ToolService_ListToolSetUsage","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list-usage","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets list-usage <tool-set-id> [--workspace-id <value>] [--tool-id <value>] [--limit <value>] [--cursor <value>] [--sort-order <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_ListToolSetSecrets","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets list","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets list <tool-set-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--prefix <value>] [--query <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_CreateToolSetSecret","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets create","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets create <tool-set-id> [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... [--value <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_GetToolSetSecret","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets retrieve <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_DeleteToolSetSecret","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets delete","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets delete <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_UpdateToolSetSecret","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets update","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets secrets update <tool-set-id> <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--value <value>] [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_ListTools","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools list","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools list <tool-set-id> [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--prefix <value>] [--query <value>] [--names <value>]... [--states <value>]... [--requires-approval[=true|false]] [--overlays <value>]... [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_CreateTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools create","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools create <tool-set-id> [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... --description <value> --requires-approval[=true|false] --parameter KEY=VALUE|<doc>... --config <http|mcp|openapi|bare> [--http-request-method <get|post|put|patch|delete>] [--http-path <value>] [--http-query <value>] [--http-header KEY=VALUE]... [--http-request-body-template <value>] [--http-request-body-content-type <value>] [--mcp-annotations-title <value>] [--mcp-annotations-read-only-hint[=true|false]] [--mcp-annotations-destructive-hint[=true|false]] [--mcp-annotations-idempotent-hint[=true|false]] [--mcp-annotations-open-world-hint[=true|false]] [--openapi-path <value>] [--openapi-method <value>] [--bare-always-set-result <value>] [--llm-tool-name <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_GetTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools retrieve <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","ToolService_DeleteTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools delete","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools delete <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_UpdateTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools update","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools update <tool-set-id> <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--description <value>] [--requires-approval[=true|false]] [--parameter KEY=VALUE|<doc>]... [--config <http|mcp|openapi|bare>] [--http-request-method <get|post|put|patch|delete>] [--http-path <value>] [--http-query <value>] [--http-header KEY=VALUE]... [--http-request-body-template <value>] [--http-request-body-content-type <value>] [--mcp-annotations-title <value>] [--mcp-annotations-read-only-hint[=true|false]] [--mcp-annotations-destructive-hint[=true|false]] [--mcp-annotations-idempotent-hint[=true|false]] [--mcp-annotations-open-world-hint[=true|false]] [--openapi-path <value>] [--openapi-method <value>] [--bare-always-set-result <value>] [--llm-tool-name <value>] [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_OmitTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools omit","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools omit <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","ToolService_RestoreTool","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools restore","/tmp/redwood-cli-live.g6SvWe/cadenya tool-sets tools restore <tool-set-id> <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","UploadService_CreateUpload","/tmp/redwood-cli-live.g6SvWe/cadenya uploads create","/tmp/redwood-cli-live.g6SvWe/cadenya uploads create [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... --filename <value> --content-type <value> --size-bytes <value> [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted","upload_01M12ZKWFCHSZTXZ54P867BNWN (live-cli-evidence-20260828)"
"api","UploadService_GetUpload","/tmp/redwood-cli-live.g6SvWe/cadenya uploads retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya uploads retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetSessionService_ListWidgetSessions","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions list","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--widget-id <value>] [--tenant-id <value>] [--subject-id <value>] [--state <value>] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","WidgetSessionService_CreateWidgetSession","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions create","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions create [--workspace-id <value>] [--label KEY=VALUE]... [--external-id <value>] --widget-id <value> [--tenant-id <value>] [--tenant-name <value>] [--subject-id <value>] [--subject-name <value>] [--expires-at <value>] [--pinned-parameter KEY=VALUE]... [--secret k=v,...|<doc>]... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetSessionService_DeleteTenantWidgetSessions","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions delete-tenant","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions delete-tenant [--workspace-id <value>] [--tenant-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetSessionService_GetWidgetSession","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetSessionService_DeleteWidgetSession","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions delete","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions delete <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetSessionService_RevokeWidgetSession","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions revoke","/tmp/redwood-cli-live.g6SvWe/cadenya widget-sessions revoke <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetService_ListWidgets","/tmp/redwood-cli-live.g6SvWe/cadenya widgets list","/tmp/redwood-cli-live.g6SvWe/cadenya widgets list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--agent-id <value>] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","WidgetService_CreateWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets create","/tmp/redwood-cli-live.g6SvWe/cadenya widgets create [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... --agent-id <value> [--variation-id <value>] [--origin-allowlist <value>]... [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetService_GetWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya widgets retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
